tCustomerCode,tCompanyCode,tCompany,tAyalaCode,tCustomerType,tCompanyName,tLastname,tFirstname,tMiddlename,tSuffix,tNickname,tCivilStatus,tTitle,tPrimaryAddress,tMobile,tLandline,tEmail,tGender,tTin,dBirthdate,tCustomerClassification,tServiceClassification,tTenure,dTenure,tFacebookAccount,iTotalPurchase,iTotalReceivables,tAssignedSE,tRecentSA,iCreditTerms,tContactPerson,tNatureofBusiness,tLastUpdate,bARC,tARCSubsidiary,tARCNumber,dARCValidity,bPotential
391078,HCMI,HCMI,148728,I,,TATE,MCDONALD,JACOBS,,,Married,Mrs.,BAGO BANTAY QUEZON CITY,9170003936,7783936,YAP.MARCH@GMAIL.COM@YAHOO.COM,Female,,01/01/1900,,,,28/05/2018,,0,0,,,0,,,5/28/18,0,,,,
386563,HCMI,HCMI,148729,I,,GUERRA,DUFFY,WALSH,,,Single,Mr.,WHITE PLAINS QUEZON CITY,9170003937,7783937,APGBRIG@GMAIL.COM@YAHOO.COM,Male,,01/01/1900,,,,18/01/2018,,0,0,,,0,,,1/18/18,0,,,,
388518,HCMI,HCMI,139733,I,,TERRY,HANEY,SCHMITT,,,Married,Mr.,TALON DOS LAS PINAS CITY,9170003938,7783938,NA@YAHOO.COM,Male,,01/01/1900,,,,12/03/2018,,0,0,,,0,,,03/12/2018,0,,,,
391191,HCMI,HCMI,148730,I,,GLASS,HOBBS,KNOX,,,Single,Mr.,AYALA ALABANG MUNTINLUPA CITY,9170003939,7783939,NA@YAHOO.COM,Male,,01/01/1900,,,,30/05/2018,,0,0,,,0,,,6/19/18,0,,,,
387260,HCMI,HCMI,148731,I,,BASS,GAMBLE,FOLEY,,,Single,Ms.,"BUAN BAUAN, BATANGAS",9170003940,7783940,HSU.STELLA@HOTMAIL.COM@YAHOO.COM,Female,,01/01/1900,,,,06/02/2018,,0,0,,,0,,,3/17/18,1,Honda,ACC-257631,,
141921,IDI,IDI,100779,C,ANDERSENHICKS CORPORATION,,,,,,,,PUTATAN MUNTINLUPA CITY,9170003941,7783941,@YAHOO.COM, ,,01/01/1900,,E,1/0/00,12/02/2018,,1400000,268500,"MANUEL, MAURICE MIGUEL P",,,Jonas Ang,"Wholesale & Retail, Trading",02/12/2018,,,,,
142000,IDI,IDI,,C,HOLDERSTARK CORPORATION,,,,,,,,"TABUCAN ILOILO CITY, ILOILO",9170003942,7783942,BABYLYN.CATACUTAN@CITI.COM@YAHOO.COM, ,,01/01/1900,,E,1/0/00,28/02/2018,,2416600.38,1500,"MANUEL, MAURICE MIGUEL P",,,Czarina Quinones,Banking & Finance,03/01/2018,,,,,
142027,IDI,IDI,,C,MANNINGNEWMAN CORPORATION,,,,,,,,SAINT IGNATIUS QUEZON CITY,9170003943,7783943,noemail@vw.com@YAHOO.COM, ,,01/01/1900,,E,1/0/00,08/03/2018,,,5000,"SEE, JEFFREY RYANE QUE",,,jun gamez,Storage & Warehousing,03/08/2018,,,,,
142054,IDI,IDI,,C,BISHOPLOZANO CORPORATION,,,,,,,,LALOMA QUEZON CITY,9170003944,7783944,NOEMAIL@IDI.PH@YAHOO.COM, ,,01/01/1900,,E,1/0/00,16/03/2018,,1430000,274842.14,"TULAGAN, RUSSEL ",,,JEFF BIANZON,MANUFACTURING INDUSTRY,3/16/18,,,,,
142040,IDI,IDI,,C,FRANKLINHERMAN CORPORATION,,,,,,,,SAN MIGUEL PASIG CITY,9170003945,7783945,@YAHOO.COM, ,,01/01/1900,,E,1/0/00,13/03/2018,,,4000,,,,VIRLIE VILLANOSA,"Wholesale & Retail, Trading",3/13/18,,,,,
142010,IDI,IDI,119808,C,STEINMIDDLETON CORPORATION,,,,,,,,DAMAYAN QUEZON CITY,9170003946,7783946,@YAHOO.COM, ,,01/01/1900,,E,1/0/00,28/02/2018,,3740000,,"JUNIO, ERUBEN .",,,AIDA ORANTE,Telecommunications/Information Technology,03/05/2018,,,,,
142090,IDI,IDI,120768,C,SPARKSFLEMING CORPORATION,,,,,,,,PUTATAN MUNTINLUPA CITY,9170003947,7783947,CHENG_ANDE@YAHOO.COM@YAHOO.COM, ,,01/01/1900,,E,1/0/00,24/03/2018,,9330.98,9330.98,,,,ANDREW CHENG,"Wholesale & Retail, Trading",3/24/18,,,,,
142104,IDI,IDI,,C,CASEYNIXON CORPORATION,,,,,,,,BAGONG PAG-ASA QUEZON CITY,9170003948,7783948,celescab@gmail.com@YAHOO.COM, ,,01/01/1900,,E,1/0/00,28/03/2018,,1200000,1250300,"TOLENTINO, ARGEL LORENCE P",,,Celestino Cabrera,MANUFACTURING INDUSTRY,3/28/18,,,,,
142154,IDI,IDI,,C,BARAJASNORTON CORPORATION,,,,,,,,LOYOLA HTS. QUEZON CITY,9170003949,7783949,@YAHOO.COM, ,,01/01/1900,,E,1/0/00,12/04/2018,,,50000,"DOSALLA, ROBERT ",,,,"Wholesale & Retail, Trading",04/12/2018,,,,,
142160,IDI,IDI,,C,HEATHVILLA CORPORATION,,,,,,,,GUADALUPE NUEVO MAKATI CITY,9170003950,7783950,ellenmanalansan@yahoo.com@YAHOO.COM, ,,01/01/1900,,E,1/0/00,05/06/2018,,83490,83490,,,,ELLEN MANALANSAN,Transport Services,4/13/18,,,,,
142168,IDI,IDI,,C,PADILLAPERRY CORPORATION,,,,,,,,SOCORRO QUEZON CITY,9170003951,7783951,NOEMAIL@VW.COM@YAHOO.COM, ,,01/01/1900,,E,1/0/00,18/04/2018,,1100000,,"SANTOS, CRISANTO C",,,MALOU DE VEGA,Others,4/17/18,,,,,
142170,IDI,IDI,,C,ROBLESSULLIVAN CORPORATION,,,,,,,,BRGY. SAN ROQUE PATEROS,9170003952,7783952,BERNADETTEGBUTALID@GMAIL.COM@YAHOO.COM, ,,01/01/1900,,E,1/0/00,17/04/2018,,,20000,"LEDESMA, TIMOTHY PAOLO N",,,,Others,4/17/18,,,,,
142172,IDI,IDI,23654,C,SMALLLOZANO CORPORATION,,,,,,,,LITTLE BAGUIO GARDEN SAN JUAN,9170003953,7783953,NOEMAIL@IDI.PH@YAHOO.COM, ,,01/01/1900,,E,1/0/00,20/04/2018,,1200000,410000,"TULAGAN, RUSSEL ",,,CARLOS AGUILA,MANUFACTURING INDUSTRY,4/17/18,,,,,
142100,IDI,IDI,,C,CALDERONWHITNEY CORPORATION,,,,,,,,"BRGY. GULANG GULANG LUCENA CITY, QUEZON",9170003954,7783954,@YAHOO.COM, ,,01/01/1900,,E,1/0/00,27/03/2018,,,,"ARBOLEDA, DONATO JR. M",,,Jeffrey C. Keng,MANUFACTURING INDUSTRY,3/27/18,,,,,
142183,IDI,IDI,,C,BALLWOODWARD CORPORATION,,,,,,,,LEGASPI VILLAGE MAKATI CITY,9170003955,7783955,anr@p2ro.com.ph@YAHOO.COM, ,,01/01/1900,,E,1/0/00,20/04/2018,,1250000,15110,"VALENZUELA, DOLLY ANN A",,,ALVIN PAGUNTALAN,"Wholesale & Retail, Trading",4/20/18,,,,,
142207,IDI,IDI,131105,C,DAVISROTH CORPORATION,,,,,,,,"CANLALAY BINAN, LAGUNA",9170003956,7783956,ricelleespeso@gmail.com@YAHOO.COM, ,,01/01/1900,,E,1/0/00,16/05/2018,,11830,11830,,,,ICE ESPESO,Transport Services,4/26/18,,,,,
142242,IDI,IDI,29147,C,RITTERCOHEN CORPORATION,,,,,,,,"MILAGROSA (TULO) CALAMBA CITY, LAGUNA",9170003957,7783957,LENARD@YAHOO.COM@YAHOO.COM, ,,01/01/1900,,E,1/0/00,06/05/2018,,,5000,"LEDESMA, TIMOTHY PAOLO N",,,,Telecommunications/Information Technology,05/06/2018,,,,,
142313,IDI,IDI,,C,RAYMONDSOTO CORPORATION,,,,,,,,"BO. BATINO CALAMBA CITY, LAGUNA",9170003958,7783958,noemail@vw.com@YAHOO.COM, ,,01/01/1900,,E,1/0/00,29/05/2018,,1105010,1096798.57,"SEE, JEFFREY RYANE QUE",,,cindy chan,"Wholesale & Retail, Trading",5/28/18,,,,,
142315,IDI,IDI,,C,ASHLEYESCOBAR CORPORATION,,,,,,,,ALMANZA LAS PINAS CITY,9170003959,7783959,JASON.JOSE@AWCP.COM.PH@YAHOO.COM, ,,01/01/1900,,E,1/0/00,31/05/2018,,686000,681485,"LEDESMA, TIMOTHY PAOLO N",,,,"Utilities (Electricity, Gas & Water Supply)",5/28/18,,,,,
142348,IDI,IDI,18229,C,VELAZQUEZEATON CORPORATION,,,,,,,,STA. CRUZ MANILA,9170003960,7783960,cvm@medinfinityinc.com@YAHOO.COM, ,,01/01/1900,,E,1/0/00,31/05/2018,,1372000,1610,"SARIO, EARL ROBIN ",,,Carlos V. Mendoza,Health & Social Work,06/01/2018,,,,,
137553,IDI,IDI,148773,I,,MCCOY,LANDRY,OCONNOR,,,SINGLE,,MERVILLE PARK PARANAQUE CITY,9170003961,7783961,@YAHOO.COM,F,,01/01/1900,Associate,E,01/03/2000,06/07/2015,,,,,,,,,,0,,,,
137546,IDI,IDI,138668,I,,BAIRD,RODGERS,PITTS,,,SINGLE,MR.,PARANG MARIKINA CITY,9170003962,7783962,@YAHOO.COM,M,,01/01/1900,Associate,E,01/03/2000,03/07/2015,,,3917.21,,,,,,,0,,,,
138018,IDI,IDI,138668,I,,GEORGE,LIVINGSTON,KELLY,,,SINGLE,MR.,CULIAT QUEZON CITY,9170003963,7783963,@YAHOO.COM,M,,01/01/1900,Associate,E,01/03/2000,03/07/2015,,,,,,,,,,0,,,,
137531,IDI,IDI,148774,I,,CARTER,MCINTOSH,REESE,,,MARRIED,,ROTONDA PASIG CITY,9170003964,7783964,@YAHOO.COM,M,,01/01/1900,Associate,E,01/03/2000,26/06/2015,,,1070,,,,,,,0,,,,
137504,IDI,IDI,38822,I,,MCLAUGHLIN,NORRIS,VILLARREAL,,,,,MURPHY QUEZON CITY,9170003965,7783965,karen.tumandao@idi.ph@YAHOO.COM,F,,01/01/1900,Associate,E,01/02/2000,15/12/2016,,3792.01,265328.01,,,,,,,0,,,,
137467,IDI,IDI,148775,I,,LEBLANC,WEAVER,MORROW,,,SINGLE,,B. F. HOMES PARANAQUE CITY,9170003966,7783966,@YAHOO.COM,F,,01/01/1900,Associate,E,01/03/2000,09/06/2015,,,,,,,,,,0,,,,
137468,IDI,IDI,148776,I,,SAUNDERS,FLOWERS,HORN,,,SINGLE,,KAPITOLYO PASIG CITY,9170003967,7783967,@YAHOO.COM,F,,01/01/1900,Associate,E,01/03/2000,09/06/2015,,,,,,,,,,0,,,,
137469,IDI,IDI,32945,I,,BLAKE,FRANK,DEAN,,,SINGLE,,CAPITOL HILLS/PARK QUEZON CITY,9170003968,7783968,@YAHOO.COM,F,,01/01/1900,Associate,E,01/03/2000,09/06/2015,,,,,,,,,,0,,,,
137470,IDI,IDI,148777,I,,RODGERS,ROBINSON,BARR,,,SINGLE,,"BRGY.TAGAPO SANTA ROSA CITY, LAGUNA",9170003969,7783969,@YAHOO.COM,F,,01/01/1900,Associate,E,01/03/2000,09/06/2015,,,,,,,,,,0,,,,
137428,IDI,IDI,116562,I,,SOLIS,PARK,HUNTER,,,SINGLE,MR.,BRGY. NOVALICHES QUEZON CITY,9170003970,7783970,@YAHOO.COM,M,,01/01/1900,Associate,E,01/03/2000,21/05/2015,,,500,,,,,,,0,,,,
138040,IDI,IDI,56012,I,,PIERCE,SHIELDS,HUBER,,,SINGLE,MR.,"BRGY. SAN JUAN CAINTA, RIZAL",9170003971,7783971,@YAHOO.COM,M,,01/01/1900,Associate,E,01/03/2000,21/05/2015,,,,,,,,,,0,,,,
137443,IDI,IDI,20078,I,,WOLF,FIGUEROA,WALSH,,,SINGLE,,TANDANG SORA QUEZON CITY,9170003972,7783972,@YAHOO.COM,F,,01/01/1900,Associate,E,01/03/2000,28/05/2015,,,5000,,,,,,,0,,,,
137417,IDI,IDI,77125,I,,SINGH,BOWEN,DYER,,,,,STA. ANA MANILA,9170003973,7783973,@YAHOO.COM,M,,01/01/1900,Associate,E,01/03/2000,20/05/2015,,,301,,,,,,,0,,,,
137418,IDI,IDI,104191,I,,LI,MEYER,CROSBY,,,,,"BAGONG NAYON ANTIPOLO CITY, RIZAL",9170003974,7783974,@YAHOO.COM,M,,01/01/1900,Associate,E,01/01/2000,05/07/2017,,15861.6,15930.9,,,,,,,0,,,,
137424,IDI,IDI,148778,I,,BEASLEY,GILL,SHARP,,,MARRIED,MR.,PUTATAN MUNTINLUPA CITY,9170003975,7783975,KAULAYAW.CASIO@YAHOO.COM@YAHOO.COM,M,,01/01/1900,Associate,E,01/03/2000,21/05/2015,,,13547.53,,,,,,,0,,,,
137425,IDI,IDI,138523,I,,BALLARD,FITZGERALD,STRONG,,,MARRIED,MR.,ALMANZA DOS LAS PINAS CITY,9170003976,7783976,RENATO.DUMARAOS@IDI.PH@YAHOO.COM,M,,01/01/1900,Associate,E,01/02/2000,04/01/2016,,952188.1,2843556.12,"TIO, LOVELYN D",,,RAY JACINTO,,,1,Volkswagen,ACC-079242,,
137407,IDI,IDI,106821,I,,MCCORMICK,BRADSHAW,POWELL,,,,,"CARSADANG BAGO IMUS, CAVITE",9170003977,7783977,nancy.urbano@vwp@YAHOO.COM,F,,01/01/1900,Associate,E,01/03/2000,24/07/2015,,3107,6070.8,,,,,,,0,,,,
137397,IDI,IDI,148779,I,,WERNER,HOLLOWAY,CARDENAS,,,MARRIED,MS.,"SAN ANTONIO BATANGAS CITY, BATANGAS",9170003978,7783978,@YAHOO.COM,F,,01/01/1900,Associate,E,01/03/2000,04/05/2015,,,,,,,,,,0,,,,
137399,IDI,IDI,148780,I,,KLINE,VALENTINE,BRIDGES,,,SINGLE,MR.,"BUHAY NA TUBIG BACOOR, CAVITE",9170003979,7783979,HAROLDEBARLE@YAHOO.COM@YAHOO.COM,M,,01/01/1900,Associate,E,01/03/2000,05/05/2015,,,2252.5,,,,,,,0,,,,
137384,IDI,IDI,148781,I,,DOUGLAS,MORRISON,MORROW,,,SINGLE,,NEW ZA MANDALUYONG CITY,9170003980,7783980,@YAHOO.COM,F,,01/01/1900,Associate,E,01/03/2000,28/04/2015,,,,,,,,,,0,,,,
137280,IDI,IDI,148782,I,,MELTON,POOLE,PECK,,,SINGLE,,SANTA CRUZ MAKATI CITY,9170003981,7783981,@YAHOO.COM,F,,01/01/1900,Associate,E,01/02/2000,09/01/2016,,1345.6,1345.6,,,,,,,0,,,,
137322,IDI,IDI,33498,I,,MCGRATH,CAMPOS,LEWIS,JR.,TITO,MARRIED,MR.,SAN DIONISIO PARANAQUE CITY,9170003982,7783982,TITO.SOLOMON@IDI.PH@YAHOO.COM,M,,01/01/1900,Associate,E,01/03/2000,17/04/2015,,2775970.5,1840269.14,"CAPUNO, KRISTOFFER V",,,,,3/31/15,1,Volkswagen,ACC-101065,,
137318,IDI,IDI,148783,I,,CASEY,#N/A,GILL,,,SINGLE,,B. F. HOMES UNO PARANAQUE CITY,9170003983,7783983,@YAHOO.COM,F,,01/01/1900,Associate,E,01/03/2000,31/03/2015,,,47804.87,,,,,,,0,,,,
137309,IDI,IDI,148784,I,,STOUT,BARKER,COWAN,,,MARRIED,,PINAGBUHATAN PASIG CITY,9170003984,7783984,@YAHOO.COM,M,,01/01/1900,Associate,E,01/03/2000,30/03/2015,,,5107.5,,,,,,,0,,,,
137312,IDI,IDI,148792,I,,DENNIS,NIELSEN,GRAHAM,,,SINGLE,,PILAR VILLAGE LAS PINAS CITY,9170003985,7783985,TIMMY.DELEON@VOLKSWAGEN.COM.PH@YAHOO.COM,F,,01/01/1900,Associate,E,01/03/2000,30/03/2015,,123778.69,121811.82,,,,,,,0,,,,
137283,IDI,IDI,148793,I,,COMBS,GRIFFIN,WALLS,,,SINGLE,,PLAINVIEW MANDALUYONG CITY,9170003986,7783986,@YAHOO.COM,F,,01/01/1900,Associate,E,1/0/00,08/06/2018,,1940,51234.21,,,,,,,0,,,,
137117,IDI,IDI,139216,I,,ODONNELL,STRICKLAND,DUDLEY,,,MARRIED,,B. F. HOMES DOS PARANAQUE CITY,9170003987,7783987,BCCARS888@GMAIL.COM@YAHOO.COM,M,,01/01/1900,Regular,E,01/03/2000,24/01/2015,,9408.55,15408.55,,,,,,,0,,,,
137580,IDI,IDI,148794,I,,BLANCHARD,OCONNELL,BERG,,,,,CUPANG MUNTINLUPA CITY,9170003988,7783988,@YAHOO.COM,F,,01/01/1900,Regular,E,01/03/2000,16/07/2015,,,70,,,,,,,0,,,,
137277,IDI,IDI,148795,I,,DANIEL,HOOPER,GONZALEZ,,,MARRIED,MR.,"SAN VICENTE SAN PEDRO, LAGUNA",9170003989,7783989,NO@EMAIL@YAHOO.COM,M,,01/01/1900,Regular,E,01/03/2000,16/04/2015,,145434.89,137372.05,,,,,,,0,,,,
137302,IDI,IDI,148796,I,,DURAN,KRAUSE,GALLOWAY,,,MARRIED,MR.,MAGALLANES MAKATI CITY,9170003990,7783990,TONYBALLADOLID@YAHOO.COM@YAHOO.COM,F,,01/01/1900,Regular,E,01/03/2000,28/03/2015,,37625.38,37625.38,,,,,,,0,,,,
137541,IDI,IDI,53272,I,,MCCALL,DUKE,MCKINNEY,,,,MR.,ORTIGAS PASIG CITY,9170003991,7783991,@YAHOO.COM,M,,01/01/1900,Regular,E,01/03/2000,01/07/2015,,24808,16550,,,,,,,0,,,,
137554,IDI,IDI,148797,I,,WATTS,COLON,FARRELL,,,,,"BARANGAY SAN JUAN CAINTA, RIZAL",9170003992,7783992,@YAHOO.COM,M,,01/01/1900,Regular,E,01/03/2000,07/07/2015,,1390,1390,,,,,,,0,,,,
137464,IDI,IDI,148798,I,,POWERS,CARNEY,KELLEY,,,SINGLE,,BRGY MAUWAY MANDALUYONG CITY,9170003993,7783993,1234567@YAHOO.COM,M,,01/01/1900,Regular,E,01/03/2000,06/06/2015,,52307.55,52307.55,,,,,,,0,,,,
137465,IDI,IDI,148799,I,,KLINE,BALDWIN,HILL,,,SINGLE,MR.,"BARANGAY 6 (POB.) CARMONA, CAVITE",9170003994,7783994,RICOJANERO@GMAIL.COM@YAHOO.COM,M,,01/01/1900,Regular,E,01/03/2000,09/06/2015,,3829,3829,,,,,,,0,,,,
137441,IDI,IDI,101466,I,,NORTON,WASHINGTON,BENJAMIN,,,SINGLE,,CONCEPCION 1 MARIKINA CITY,9170003995,7783995,REY_DELACRUZ@YAHOO.COM@YAHOO.COM,M,,01/01/1900,Regular,E,01/02/2000,03/03/2016,,475870.87,475170.87,,,,,,,0,,,,
137442,IDI,IDI,70165,I,,BOOTH,BLANCHARD,GUERRA,,,,MR.,LIBIS QUEZON CITY,9170003996,7783996,@YAHOO.COM,M,,01/01/1900,Regular,E,01/03/2000,28/05/2015,,,,,,,,,,0,,,,
137395,IDI,IDI,94318,I,,BRAUN,HOLLOWAY,WOLF,,,MARRIED,MS.,CUBAO QUEZON CITY,9170003997,7783997,TAPISPISAN.RV@AYALA.COM.PH@YAHOO.COM,F,,01/01/1900,Regular,E,01/03/2000,02/05/2015,,136486.8,142486.8,,,,,,,0,,,,
137408,IDI,IDI,148800,I,,ENGLISH,MCCORMICK,BURTON,,,SINGLE,MR.,SANTOLAN PASIG CITY,9170003998,7783998,@YAHOO.COM,M,,01/01/1900,Regular,E,01/03/2000,12/05/2015,,2755,2755,,,,,,,0,,,,
137411,IDI,IDI,70040,I,,COX,WRIGHT,ROLLINS,,,MARRIED,DR.,COMMONWEALTH QUEZON CITY,9170003999,7783999,@YAHOO.COM,M,,01/01/1900,Regular,E,01/03/2000,14/05/2015,,68435.4,80435.4,,,,,,,0,,,,
137412,IDI,IDI,148801,I,,MOSES,HENDRICKS,MORRIS,,,MARRIED,MR.,ALMANZA LAS PINAS CITY,9170004000,7784000,@YAHOO.COM,M,,01/01/1900,Regular,E,01/03/2000,28/11/2015,,106182.56,106182.56,,,,,,,0,,,,
137419,IDI,IDI,148802,I,,MATHEWS,AYALA,ROWE,,,MARRIED,,"BRGY SAHUD TANZA, CAVITE",9170004001,7784001,SCOTTSNYDERSU@YAHOO.COM@YAHOO.COM,M,,01/01/1900,Regular,E,01/03/2000,25/05/2015,,33586.39,33586.39,,,,SCOTT SNYDER SU,,,0,,,,
137430,IDI,IDI,148803,I,,HESS,WONG,VAZQUEZ,,,SINGLE,MR.,TANDANG SORA QUEZON CITY,9170004002,7784002,ELI.ROQUEZA@YAHOO.COM@YAHOO.COM,M,,01/01/1900,Regular,E,01/03/2000,25/05/2015,,,,,,,,,,0,,,,
137362,IDI,IDI,148804,I,,PRUITT,KOCH,PETERSON,,,SINGLE,,PUTATAN MUNTINLUPA CITY,9170004003,7784003,CPFLORES.DZC@GMAIL.COM@YAHOO.COM,F,,01/01/1900,Regular,E,01/03/2000,01/06/2015,,41332.2,41332.2,,,,,,,0,,,,
137363,IDI,IDI,55123,I,,MULLEN,LIU,ROTH,,,MARRIED,,"BO. PUSO,PUNTA,STA. ANA MANILA",9170004004,7784004,ESCALVT@HONDAMAKATI.COM..PH@YAHOO.COM,F,,01/01/1900,Regular,E,01/03/2000,21/04/2015,,,70,,,,,,,0,,,,
137365,IDI,IDI,148805,I,,BENNETT,MOLINA,ANDERSON,,,MARRIED,MRS.,BAGUMBAYAN TAGUIG CITY,9170004005,7784005,FSSTAMARIA@UNILAB.COM.PH@YAHOO.COM,F,,01/01/1900,Regular,E,1/0/00,25/06/2018,,1792,1792,,,,,,,0,,,,
137368,IDI,IDI,148806,I,,NELSON,ANDERSON,LANE,,,WIDOW,MR.,BANGKAL MAKATI CITY,9170004006,7784006,NO@EMAIL@YAHOO.COM,M,,01/01/1900,Regular,E,01/03/2000,23/04/2015,,129357.59,129357.59,,,,,,,0,,,,
137372,IDI,IDI,148807,I,,BUSH,SHIELDS,MARSH,,,MARRIED,MR.,MAHARLIKA QUEZON CITY,9170004007,7784007,NOEMAIL@NOEMAIL.COM@YAHOO.COM,M,,01/01/1900,Regular,E,01/03/2000,27/04/2015,,161605.95,161606,,,,,,,0,,,,
137252,IDI,IDI,148817,I,,KLEIN,BRYANT,RANGEL,,,SINGLE,MR.,CUBAO QUEZON CITY,9170004008,7784008,@YAHOO.COM,M,,01/01/1900,Regular,E,01/03/2000,17/03/2015,,15186,39012,,,,,,,0,,,,
137260,IDI,IDI,148818,I,,GONZALEZ,TYLER,MORROW,,,SINGLE,MS.,LIBIS QUEZON CITY,9170004009,7784009,CARLAQUIOGUE@YAHOO.COM@YAHOO.COM,F,,01/01/1900,Regular,E,01/03/2000,19/03/2015,,0,,,,,,,,0,,,,
142369,IDI,IDI,37103,I,,DUARTE,MCLAUGHLIN,BRADFORD,,,MARRIED,,"SAN JUAN CAINTA, RIZAL",9170004010,7784010,@YAHOO.COM,M,,01/01/1900,Regular,E,1/0/00,08/06/2018,,2400000,536800,"DOLENDO, NIKKA .",,,,,06/07/2018,0,,,,
142370,IDI,IDI,61257,I,,ABBOTT,PERKINS,LOGAN,,,MARRIED,,GREENHILLS WEST SAN JUAN,9170004011,7784011,johannesbrual@yahoo.com@YAHOO.COM,M,,01/01/1900,Regular,E,1/0/00,22/06/2018,,1430000,950472,"DE JESUS, HARRY R",,,,,06/08/2018,1,Isuzu,ACC-101842,,
142377,IDI,IDI,148819,I,,HESTER,GAY,HARRINGTON,,,MARRIED,,URDANETA MAKATI CITY,9170004012,7784012,@YAHOO.COM,F,,01/01/1900,Regular,E,1/0/00,19/06/2018,,1430000,1442000,"ACEBO, MYLENE ",,,,,06/09/2018,0,,,,
142379,IDI,IDI,148820,I,,HOLT,FROST,MULLEN,,,MARRIED,,"SAN JOSE GMA, CAVITE",9170004013,7784013,ismaelb914@yahoo.com@YAHOO.COM,M,,01/01/1900,Regular,E,1/0/00,14/06/2018,,2860000,1430000,"DOMINGO, DENNIS JOVEN A.",,,,,06/11/2018,0,,,,
142382,IDI,IDI,148821,I,,SELLERS,STEPHENSON,LEBLANC,,,MARRIED,,"MOLINO BACOOR, CAVITE",9170004014,7784014,michaelpatrick.cruz@gmail.com@YAHOO.COM,M,,01/01/1900,Regular,E,1/0/00,14/06/2018,,799500,99650,"JUNIO, ERUBEN .",,,,,06/11/2018,0,,,,
142383,IDI,IDI,148822,I,,MCDANIEL,LARSON,HARPER,,,MARRIED,MRS.,BF RESORT VILLAGE LAS PINAS CITY,9170004015,7784015,ngal1212@yahoo.com@YAHOO.COM,F,,01/01/1900,Regular,E,1/0/00,12/06/2018,,5763.04,5763.04,,,,,,,0,,,,
142385,IDI,IDI,148823,I,,BROCK,CASTRO,VAUGHN,,,SINGLE,,"MOLINO BACOOR, CAVITE",9170004016,7784016,@YAHOO.COM,M,,01/01/1900,Regular,E,1/0/00,19/06/2018,,1200000,1238000,"SAMANIEGO, JESUS RICARDO C",,,,,6/13/18,0,,,,
142335,IDI,IDI,111403,I,,LOVE,FOSTER,EATON,,,MARRIED,,PALANAN MAKATI CITY,9170004017,7784017,GRACEFEGALVEZ@YAHOO.COM@YAHOO.COM,F,,01/01/1900,Regular,E,1/0/00,31/05/2018,,1200000,1201610,"DE JESUS, HARRY R",,,,,5/31/18,0,,,,
142337,IDI,IDI,83388,I,,MILLER,AGUILAR,MITCHELL,,,MARRIED, ,UPPER BICUTAN TAGUIG CITY,9170004018,7784018,rnbaldo077@gmail.com@YAHOO.COM,M,,01/01/1900,Regular,E,1/0/00,31/05/2018,,1100000,1100000,"LUTERO, MAUREEN MORALES ",,,,,5/31/18,1,Isuzu,ACC-101698,,
142341,IDI,IDI,148824,I,,MASSEY,LAMB,DANIEL,,,SINGLE,,BAGUMBAYAN QUEZON CITY,9170004019,7784019,Dianelourdes.reyes@ph.nestle.com@YAHOO.COM,F,,01/01/1900,Regular,E,1/0/00,31/05/2018,,1204500,1204500,"JUNIO, ERUBEN .",,,,,5/31/18,0,,,,
142342,IDI,IDI,148825,I,,WATSON,LOWERY,ONEILL,,,SINGLE,,"BUCAL TANZA, CAVITE",9170004020,7784020,rfduarte@gmail.com@YAHOO.COM,M,,01/01/1900,Regular,E,1/0/00,31/05/2018,,1439801.61,1478001.61,"DOLENDO, NIKKA .",,,,,5/31/18,0,,,,
142343,IDI,IDI,148826,I,,GALLAGHER,MIDDLETON,BERGER,,,MARRIED,,"CANLUBANG CALAMBA CITY, LAGUNA",9170004021,7784021,dharrison@pgsasiapacific.com@YAHOO.COM,M,,01/01/1900,Regular,E,1/0/00,31/05/2018,,,5000,"JUNIO, ERUBEN .",,,,,5/31/18,0,,,,
142344,IDI,IDI,148827,I,,LARSON,MOSES,RYAN,,,MARRIED,MR.,KAPITOLYO PASIG CITY,9170004022,7784022,@YAHOO.COM,M,,01/01/1900,Regular,E,1/0/00,31/05/2018,,2314900,2316510,"ACEBO, MYLENE ",,,,,5/31/18,0,,,,
142345,IDI,IDI,148828,I,,LANG,CHUNG,HOWARD,,,MARRIED,,SAN MIGUEL PASIG CITY,9170004023,7784023,TINMAMARIL@GMAIL.COM@YAHOO.COM,F,,01/01/1900,Regular,E,1/0/00,31/05/2018,,1200000,246610,"IMPORTA, KIRBY .",,,,,06/01/2018,0,,,,
142346,IDI,IDI,148829,I,,DICKERSON,OBRIEN,ODONNELL,,,MARRIED,,BRGY. PASA SAN JUAN,9170004024,7784024,CRUZROSEDINGCO@YAHOO.COM@YAHOO.COM,F,,01/01/1900,Regular,E,1/0/00,31/05/2018,,1310000,263610,"ROMA, ROBERTO ANGELO ",,,,,06/01/2018,0,,,,
142354,IDI,IDI,148830,I,,LUCERO,LEBLANC,VASQUEZ,,,MARRIED,,STA. CRUZ NORTH MANILA,9170004025,7784025,@YAHOO.COM,M,,01/01/1900,Regular,E,1/0/00,31/05/2018,,1200000,246610,"ROMA, ROBERTO ANGELO ",,,,,06/04/2018,0,,,,
